AAPL,ABMD,ADBE,ADI,ADP
-0.07683620170627,0.1270511749959118,0.0338196017249963,0.0869010376931789,0.0205664625227868
0.1367568887836006,0.229992481325775,-0.02094146300078,0.0445534747492724,-0.0412167065518942
-0.0070711270205683,0.1357070201020391,-0.039916979460814,0.0031694626390783,-0.0179590383802104
-0.04954228121262,-0.0486047414610975,0.0269719531267562,0.0148603415902544,-0.0548543115243989
0.0925488399350838,0.0268276274635819,0.3152842254612098,0.1408246222233238,-0.0278749215946074
0.0197011222950508,0.208688202192588,0.102973108483626,0.0974420014355805,-0.0138265107131116
-0.009583975546001,0.0249047199751517,0.0559815954139688,0.1595594369420219,-0.0540730700050207
0.0642310571368968,-0.0483754865876187,-0.0688728163559924,0.0526718389554106,0.012405099202124
0.0184201511868914,-0.1008927202222729,-0.1428307880833279,0.0869433289221253,0.0015454501804943
-0.0336213938183863,-0.2202841258912351,0.0512135863332403,-0.1313041904354124,0.1319882135800103
0.1300126098715897,-0.0184376621115673,0.1423958782549372,0.1398995258033677,0.0395966822344941
-0.0079309866399488,-0.1478074626269321,0.1154476368671488,-0.0498544439875221,-0.0636265604007895
-0.0422356798014228,-0.0985720674236847,-0.0034004262477504,-0.0968231561145178,0.048679584160709
-0.1127587778761102,-0.1003330750942268,0.0110345770278321,-0.1557429241796595,-0.0380972242153991
0.0580067317752542,-0.0861387499721009,0.0188018780096084,0.0050278650247008,-0.0082862148090017
0.0121552342342965,0.0777958163137331,0.0236716316764185,0.0533669817946216,0.0977589628813135
-0.0668773448283815,0.0716974063237114,0.0147730423998999,0.0372701714423491,-0.0223979413209307
-0.1007074433074066,0.0956061335271374,-0.0834098814046497,-0.1551567045082666,-0.0201399036654863
-0.0438390758460227,-0.0381196101470604,0.0601071905471966,0.13154724046246,0.0089129664543294
-0.1395313211089018,-0.0057949578768261,-0.0832304334005149,-0.012503617602618,0.0419342846587569
0.009730500346251,-0.0087337673203586,0.104266481748473,0.1691752548041596,0.025955012917441
0.0656015444450682,0.0358990880223117,0.0115648583295455,0.1069147496160338,0.0205921886340925
-0.0248845154126193,-0.0906288860958164,0.029623914314889,0.0055547873851553,-0.0375498695326581
