adx,trix,adxr,cci,macd,macdh,rsi_14,kdjk,wr_14,atr_percent,atr,cmf,MarketCap,PbRatio,PeRatio,PsRatio,return_t,return_t_plus_1
22.411070128039267,0.1241156740189033,19.972479141090663,111.23370706201588,0.0109933833210196,0.0019034796076974,52.29871079780383,60.51648634127271,46.647208077566965,0.0595739273692635,0.0553186453210806,-0.0945670276167467,16526018328.70357,3.876181376293104,27.778302903203382,2.661883815509925,0.0215719114783728,-0.07683620170627
15.4631017427621,-0.073106992363885,18.04727865739029,-94.28816816115253,-0.0099060922459659,-0.0088973808351697,47.625478159206914,23.9190202311864,83.09857989558796,0.0734203113984755,0.0622332676673398,-0.1104149165512877,15598951711.565472,3.658737689346907,26.220012406963185,2.512559061357058,-0.07683620170627,0.1367568887836006
24.128655352544506,-0.0874307118239194,19.202456323877144,102.12057318061142,0.0055548109431912,0.0073111320498754,57.93200732089751,64.36214936908289,25.98215561253441,0.0657433909417507,0.0639365850371795,-0.2421781652797318,17563935810.86384,4.119625158967059,29.522920731558425,2.829063573673366,0.1367568887836006,-0.0070711270205683
18.910316788839932,0.2629768680513203,22.815443567412377,66.42332394394684,0.0213015882653473,0.011069430717677,56.44457442129666,64.30495303267728,32.857144764491125,0.0671868175436066,0.0653317515877701,-0.3300124871628664,17735239121.26513,4.159804389575895,29.81086155009083,2.856655792224187,-0.0070711270205683,-0.04954228121262
24.674911261743866,0.2507666107824557,23.364332654009964,-41.54445646815165,0.0079835785826081,-0.0033362661432267,50.35538203104717,34.5200458480074,60.71429048265639,0.0730622308167702,0.0645594007573847,-0.2840407679993981,16701945296.977491,3.9174120777294,27.998443159511314,2.6836363877683604,-0.04954228121262,0.0925488399350838
18.606774198972207,0.2793389721138843,20.80822408707657,75.94125037985589,0.0219232904324842,0.0065532017568862,58.222852061712246,73.80471969289164,24.53702650606699,0.0606498854287163,0.0609883303514977,-0.1592093815570883,18348895626.28967,4.303701398928139,30.759321869258383,2.9482651932158954,0.0925488399350838,0.0197011222950508
12.174583234648969,0.4444333677298016,15.154112953026225,73.3894844181372,0.0297475035012163,0.0061650399337771,56.53524492496829,77.7603682209399,19.901691401278065,0.0547376749923356,0.057860904468226,-0.0738970638838014,18571187798.774063,4.355839639461872,31.13196317812645,2.9839826711616024,0.0197011222950508,-0.009583975546001
13.396811686879898,0.4545063087288059,13.199636756214112,47.55470502431757,0.0262679757192206,0.0008486434783453,55.44097127242975,58.80032261887133,27.86297234376736,0.0565586943593706,0.0583435130106906,0.1778198509092208,18511826209.63784,4.341916482482215,31.03245189068441,2.9744445654015177,-0.009583975546001,0.0642310571368968
24.376417401579054,0.4081842927914076,17.579854841016008,149.0909943986255,0.0313555105982727,0.0062564407832887,58.01393427130355,65.20145396407682,39.6551724137931,0.0581943404761193,0.0646469638191368,0.260474132419875,19723177708.572536,4.625622826078239,33.06266623775756,3.1685409924608634,0.0642310571368968,0.0184201511868914
23.66432395949806,0.5787378899383655,27.62577919621741,65.78541915261407,0.0387970554527687,0.0043454679596158,56.8366793747465,64.7786522702867,36.206896551724135,0.0575291481356601,0.0628299873726812,0.1847780106490752,19864634358.87219,4.658798266678879,33.29979506583356,3.191266092936728,0.0184201511868914,-0.0336213938183863
